Title,Address,Lat,Lng,Img_URL,Description,Rank_of_province,Link,Type,PlaceName
Phát Cat Kitchen,"55 Đặng Văn Ngữ Phường 14, Phú Nhuận, Thành phố Hồ Chí Minh 700000 Việt Nam","10,795,878","1,066,697,584",https://media-cdn.tripadvisor.com/media/photo-p/16/2c/ba/b3/steak-chips-medium-rare.jpg,Đây là món burger ngon nhất tôi có trong những chuyến đi xuyên Việt Nam! Thực sự đáng để ghé qua. Tôi rất vui khi thấy họ có bia gà trống trên vòi!,#1.400 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10125704-Reviews-Phat_Cat_Kitchen-Ho_Chi_Minh_City.html,Food,"Phát Cat Kitchen 55 Đặng Văn Ngữ Phường 14, Phú Nhuận, Thành phố Hồ Chí Minh 700000 Việt Nam"
Godmother Restaurant,"129 Cong Quynh Street Dist 1, Thành phố Hồ Chí Minh Việt Nam","10,781,971","106,693,081",https://media-cdn.tripadvisor.com/media/photo-s/02/dc/6a/60/35-room.jpg,Chỗ ngồi,#1.402 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d2358502-Reviews-Godmother_Restaurant-Ho_Chi_Minh_City.html,Food,"Godmother Restaurant 129 Cong Quynh Street Dist 1, Thành phố Hồ Chí Minh Việt Nam"
Con Bo Map,"S13-1, Hung Vuong 2, So 6, Phu my Hung, Thành phố Hồ Chí Minh 70000 Việt Nam","107,618,472","10,667,588",https://media-cdn.tripadvisor.com/media/photo-p/0a/ef/40/f6/fetaburger-is-my-fav.jpg,"Đặt một combo phô mai lớn và một chiếc burger Thụy Sĩ thông thường. Bánh burger lớn được cho là có 150 g, thường xuyên 100 g. Khi bánh mì kẹp thịt đến, bánh mì kẹp thịt có cùng kích thước, loại thường thậm chí...Thêm",#1.401 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d9706264-Reviews-Con_Bo_Map-Ho_Chi_Minh_City.html,Food,"Con Bo Map S13-1, Hung Vuong 2, So 6, Phu my Hung, Thành phố Hồ Chí Minh 70000 Việt Nam"
Quán Bánh Canh Bến Có,"79 Nguyễn Hữu Thọ Phước Kiểng, Nhà Bè, Thành phố Hồ Chí Minh 700000 Việt Nam","1,070,694","10,673,611",https://media-cdn.tripadvisor.com/media/photo-p/10/4f/6d/08/photo0jpg.jpg,Chúng tôi đến nhà hàng này để ăn trưa.  - Nhà hàng sạch sẽ và bầu không khí dễ chịu  - Thưc ăn ngon  - Nhiều giá tốt  - Dịch vụ tốt,#1.403 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d5502468-Reviews-Banh_Canh_Ben_Co-Ho_Chi_Minh_City.html,Food,"Quán Bánh Canh Bến Có 79 Nguyễn Hữu Thọ Phước Kiểng, Nhà Bè, Thành phố Hồ Chí Minh 700000 Việt Nam"
Cơm quê Mười Khó,"27 Trần Quốc Thảo phường 6, Thành phố Hồ Chí Minh Việt Nam","10,785,419","106,682,281",https://media-cdn.tripadvisor.com/media/photo-s/1d/87/78/d9/caption.jpg,"Nghe đồn ngon nên mình đi ăn thử. Giá không quá chát, món vị miền Trung ăn khá đậm đà và ok. Nhân viên vui vẻ nhiệt tình",#1.404 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d13376670-Reviews-Com_que_Muoi_Kho-Ho_Chi_Minh_City.html,Food,"Cơm quê Mười Khó 27 Trần Quốc Thảo phường 6, Thành phố Hồ Chí Minh Việt Nam"
Cà phê Viên,"210 Lê Lai, Phường Bến Thành,Quận 1 Ho Chi Minh City,Viet Nam, Thành phố Hồ Chí Minh 70000 Việt Nam","107,690,762","1,066,911,424",https://media-cdn.tripadvisor.com/media/photo-s/0e/13/34/da/img-20170104-195014-largejpg.jpg,"Quán phục vụ tốt, món ngon và có view đẹp. Chất lượng phục vụ tương xứng với giá tiền. Đến đây để cảm nhận chất lượng dịch vụ của người Sài Gòn.",#1.405 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10081541-Reviews-Coffee_Vien_s-Ho_Chi_Minh_City.html,Food,"Cà phê Viên 210 Lê Lai, Phường Bến Thành,Quận 1 Ho Chi Minh City,Viet Nam, Thành phố Hồ Chí Minh 70000 Việt Nam"
East By Ngô Thanh Hòa,"73 Ba Huyen Thanh Quan, District 3, Thành phố Hồ Chí Minh Việt Nam","107,789,464","1,066,860,691",https://media-cdn.tripadvisor.com/media/photo-s/29/68/3d/28/caption.jpg,"Kiểu Bữa tối, Bản địa",#1.407 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d25264688-Reviews-East_By_Ngo_Thanh_Hoa-Ho_Chi_Minh_City.html,Food,"East By Ngô Thanh Hòa 73 Ba Huyen Thanh Quan, District 3, Thành phố Hồ Chí Minh Việt Nam"
Emoji Pizza,"4/1 Hoàng Dư Khương Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam","107,753,006","1,066,719,233",https://media-cdn.tripadvisor.com/media/photo-s/18/65/ee/59/emoji-pizza.jpg,Không gian quán đẹp. Quán yên tĩnh k quá ồn ào. Món ăn ngon. Mì ý ở đây mềm sốt béo khá ngon. Pizza thì vẫn thua 4P 1 tí phômai cảm giác không ngon được bằng 4P nhưng vẫn ở mức khá ngon. Nhân...Thêm,#1.406 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17713905-Reviews-Emoji_Pizza-Ho_Chi_Minh_City.html,Food,"Emoji Pizza 4/1 Hoàng Dư Khương Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam"
Thuong Hai,"21-23, Vo Van Tan P. 6, Q. 3, Thành phố Hồ Chí Minh 70000 Việt Nam","10,781,467","1,066,948,334",https://media-cdn.tripadvisor.com/media/photo-s/09/1f/f5/33/good-food-nice-place.jpg,"Lựa chọn rất hạn chế đối với người ăn chay: hai bữa ăn trong thực đơn nhưng họ chỉ có một bữa, ít nhất cũng không tệ. Nước trái cây tươi có rất nhiều nước đá và rất ít nước ép. Thức ăn rất rẻ....Thêm",#1.408 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d4209830-Reviews-Thuong_Hai-Ho_Chi_Minh_City.html,Food,"Thuong Hai 21-23, Vo Van Tan P. 6, Q. 3, Thành phố Hồ Chí Minh 70000 Việt Nam"
Mì Quảng Phố Hội,"362/5 Nguyễn Thị Thập, P. Tân Hưng, Q.7, Thành phố Hồ Chí Minh 700000 Việt Nam","107,401,413","1,067,026,024",https://media-cdn.tripadvisor.com/media/photo-s/0a/af/21/15/mi-quang-pho-hoi.jpg,"Bữa sáng, Bữa trưa, Bữa tối",#1.410 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d8554291-Reviews-Mi_Quang_Pho_Hoi-Ho_Chi_Minh_City.html,Food,"Mì Quảng Phố Hội 362/5 Nguyễn Thị Thập, P. Tân Hưng, Q.7, Thành phố Hồ Chí Minh 700000 Việt Nam"
Saigon Ngon Kitchen,"173 Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam","107,689,864","1,066,941,859",https://media-cdn.tripadvisor.com/media/photo-p/12/c6/df/66/photo0jpg.jpg,"Được gọi trong hầu hết các ngày trong thời gian mười ngày của tôi. Sài Gòn Geen 17, 000 đồng. Dịch vụ hiệu quả. Không thể nhận xét về thực phẩm khi tôi không ăn ở đó",#1.411 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d8020691-Reviews-Saigon_Ngon_Kitchen-Ho_Chi_Minh_City.html,Food,"Saigon Ngon Kitchen 173 Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam"
Phở Kim Hưng,"510 Nguyễn Thị Thập Tân Quý, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam","107,401,413","1,067,026,024",https://media-cdn.tripadvisor.com/media/photo-p/11/93/d0/b5/caption.jpg,"Tôi vừa ăn phở tai? Tôi không thể nhớ chính xác tên, thịt bò mỏng với mì gạo dày. . nó thực sự rất ngon . nhưng cửa hàng không sạch sẽ. .",#1.412 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10735263-Reviews-Pho_Kim_Hung_Restaurant-Ho_Chi_Minh_City.html,Food,"Phở Kim Hưng 510 Nguyễn Thị Thập Tân Quý, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam"
Liberty Restaurant,"80 Dong Khoi Street District 1, Thành phố Hồ Chí Minh 70000 Việt Nam","107,760,265","1,067,031,172",https://media-cdn.tripadvisor.com/media/photo-s/06/ad/fe/69/the-restaurant-front.jpg,"do an o day rat ngon va khong gian thoang mat, dac biet la gia dinh va con toi rat thich noi day va do an o day, cam on vi da cho toi bua an tuyet voi",#1.413 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d2440679-Reviews-Liberty_Restaurant-Ho_Chi_Minh_City.html,Food,"Liberty Restaurant 80 Dong Khoi Street District 1, Thành phố Hồ Chí Minh 70000 Việt Nam"
RuNam Bistro,"106 Nguyễn Thị Minh Khai Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam","107,797,991","1,066,949,139",https://media-cdn.tripadvisor.com/media/photo-p/15/44/27/32/photo0jpg.jpg,"tôi cảm thấy món ăn ở đây khá ngon ! vừa miệng , phục vụ cũng tận tình dễ thương . tôi sẽ quay lại một trong time tới",#1.414 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15149461-Reviews-RuNam_Bistro-Ho_Chi_Minh_City.html,Food,"RuNam Bistro 106 Nguyễn Thị Minh Khai Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam"
Bánh Năm,"213 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,667,355","1,066,924,554",https://media-cdn.tripadvisor.com/media/photo-s/1a/46/07/89/photo1jpg.jpg,"Đã ở đây nhiều lần trong chuyến thăm này. Dịch vụ nhanh chóng và thân thiện. Giá thấp, chất lượng cao. Rất ngon và tươi. Một vài lựa chọn ăn chay khác nhau có sẵn và chúng rất tuyệt. Một số tài xế giao hàng...Thêm",#1.415 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16714815-Reviews-Banh_Nam-Ho_Chi_Minh_City.html,Food,"Bánh Năm 213 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam"
India Special Restaurant,"5A Sông Đáy Phường 2, Tan Binh, Thành phố Hồ Chí Minh 700000 Việt Nam","108,067,969","1,066,645,991",https://media-cdn.tripadvisor.com/media/photo-s/28/1b/94/43/vn.jpg,"Ghé ngang nhân dịp cuối tuần, đổi khẩu vị chọn món ấn. tưởng khôg ngon ai ngờ ngon khôg tưởng. chuẩn vị ấn, bánh mì naan nướng lò độc đáo, mutton cury hơi cai, butter chicken cho người khôg ăn được cay. nhân viên nhiệt...Thêm",#1.416 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16828251-Reviews-India_Special_Restaurant-Ho_Chi_Minh_City.html,Food,"India Special Restaurant 5A Sông Đáy Phường 2, Tan Binh, Thành phố Hồ Chí Minh 700000 Việt Nam"
Kusinero Cuisine Restaurant,"S58-2 Sky Garden 3 Phu My Hung, Thành phố Hồ Chí Minh Việt Nam","10,781,971","106,693,081",https://media-cdn.tripadvisor.com/media/photo-s/25/34/d8/b8/kusinero-neon-lights.jpg,"Không ăn mấy món này, được bạn mời đi ăn mà không ăn nổi, Vị và mùi không được hợp lắm. Chắc do mình kén ăn ấy,",#1.417 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d23504382-Reviews-Kusinero_Cuisine_Restaurant-Ho_Chi_Minh_City.html,Food,"Kusinero Cuisine Restaurant S58-2 Sky Garden 3 Phu My Hung, Thành phố Hồ Chí Minh Việt Nam"
Michi Sushi,"42 Nguyễn Huệ Lầu 7, Số 73, Thành phố Hồ Chí Minh 700000 Việt Nam","107,739,136","10,670,476,852,032,400",https://media-cdn.tripadvisor.com/media/photo-s/14/dd/22/34/ngoai-don-trong-m-m-tron.jpg,🍣🍛🍱🥟🦪🍜🍲🍤🍥 🎎 Michi Sushi vẫn áp dụng giảm giá 50% sashimi cá hồi và tô sashimi cá hồi vào 2 ngày thứ 3 và thứ 5 hàng tuần nha khách. Hãy đến Michi Sushi để nhận ưu đãi của quán nhé mọi người 😘 LỊCH...Thêm,#1.418 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15044608-Reviews-Michi_Sushi-Ho_Chi_Minh_City.html,Food,"Michi Sushi 42 Nguyễn Huệ Lầu 7, Số 73, Thành phố Hồ Chí Minh 700000 Việt Nam"
Zuma Kitchen,"67 Đại Lộ Hàm Nghi Tòa Nhà Della, Tầng 11, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,707,863","1,067,017,793",https://media-cdn.tripadvisor.com/media/photo-s/0d/1d/0e/28/getlstd-property-photo.jpg,"Những người làm việc tại Zuma là những người đẹp nhất, tử tế và chu đáo nhất mà tôi từng gặp và tôi đã ở trong quán bar / nhà hàng kinh doanh trong hơn 30 năm.",#1.419 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d11616283-Reviews-Zuma_Kitchen-Ho_Chi_Minh_City.html,Food,"Zuma Kitchen 67 Đại Lộ Hàm Nghi Tòa Nhà Della, Tầng 11, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam"
Haidilao,"72 Lê Thánh Tôn L3-08, Vincom Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","10,777,353","106,698,089",https://media-cdn.tripadvisor.com/media/photo-s/1b/e9/da/46/img20200831171238-largejpg.jpg,"Lẩu ngon, có nhiều nước lẩu và có thể chia thành 2,3 hoặc 4 ngăn thuận tiện thử nhiều loại nước lẩu khác nhau, các món nhúng ăn với lẩu có nhiều loại thịt, hải sản đều ngon, chọn món bằng máy tính bảng nên...Thêm",#1.420 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19259749-Reviews-Haidilao-Ho_Chi_Minh_City.html,Food,"Haidilao 72 Lê Thánh Tôn L3-08, Vincom Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam"
Hell Bull BBQ n Beer,"41 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam","108,032,546","1,067,319,954",https://media-cdn.tripadvisor.com/media/photo-s/16/1c/4c/41/2019-01-04-07-largejpg.jpg,"Chúng tôi quyết định sử dụng ứng dụng Ưu đãi nóng để tìm nhà hàng tối hôm qua. Hell Bull mà chúng tôi ghé thăm là Hell Bull 3, nằm ngay bên ngoài trung tâm Sài Gòn, và như đã hứa, đây thực sự là...Thêm",#1.422 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d13496067-Reviews-Hell_Bull_BBQ_n_Beer-Ho_Chi_Minh_City.html,Food,"Hell Bull BBQ n Beer 41 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam"
Cà-Rem,"241C Cách Mạng Tháng 8, Quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam","107,774,841","1,066,823,157",https://media-cdn.tripadvisor.com/media/photo-s/19/3c/ca/1a/photo0jpg.jpg,"quán nhỏ , ngay mặt đường, chỗ để xe hẹp, quán đã dời về địa chỉ 191CMT8, quán mới nhỏ hơn và không có view đẹp như quán cũ, kem xôi dừa vẫn ngon nhưng đã tăng giá lên 40k/phần",#1.421 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d9782398-Reviews-Ca_rem-Ho_Chi_Minh_City.html,Food,"Cà-Rem 241C Cách Mạng Tháng 8, Quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam"
Nhà Hàng Le Steak,"Hẻm 24 đường D5, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam","10,781,971","106,693,081",https://media-cdn.tripadvisor.com/media/photo-p/0f/3a/a0/19/dui-v-t-confic-s-t-cam.jpg,"Mình và bạn đến ăn, chưa đặt bàn trước, nên được xếp vào bàn ở góc. Khăn trải bàn bẩn, còn ướt nước, trên đĩa và dụng cụ ăn trên bàn còn có bụi nữa. Mình gọi 2 phần steak, một phần súp, salad, một...Thêm",#1.423 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10662958-Reviews-Le_Steak_Restaurant-Ho_Chi_Minh_City.html,Food,"Nhà Hàng Le Steak Hẻm 24 đường D5, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam"
Nhà Hàng Nhật Bản Tadokoro Shoten Ramen,"15A5 Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam","107,765,708","1,067,012,198",https://media-cdn.tripadvisor.com/media/photo-p/11/7b/9b/f1/nice-ramen.jpg,"Mì ramen kiểu Hokkaido trong nhà hàng này rất ngon. Tôi dừng lại ở đây để ăn trưa một vài lần trong tuần của tôi tại thành phố Hồ Chí Minh. Dịch vụ này rất tốt, ngay cả với rào cản ngôn ngữ (tuy nhiên...Thêm",#1.424 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d11885356-Reviews-Tadokoro_Shoten_Ramen_Japanese_Restaurant-Ho_Chi_Minh_City.html,Food,"Nhà Hàng Nhật Bản Tadokoro Shoten Ramen 15A5 Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam"
Iberico - Tapas & Vino Vo Truong Toan,"33 Võ Trường Toản, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 70000 Việt Nam","108,685,626","1,067,952,792",https://media-cdn.tripadvisor.com/media/photo-s/28/21/02/bc/croquetas.jpg,"Kiểu Tây Ban Nha, Quán bar phục vụ đồ ăn",#1.425 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d25300031-Reviews-Iberico_Tapas_Vino_Vo_Truong_Toan-Ho_Chi_Minh_City.html,Food,"Iberico - Tapas & Vino Vo Truong Toan 33 Võ Trường Toản, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 70000 Việt Nam"
Hotpot Story Saigon Centre,"65 Lê Lợi Gian Hàng L5-02, Trung Tâm Thương Mại Sài Gòn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam","10,781,971","106,693,081",https://media-cdn.tripadvisor.com/media/photo-s/1a/3f/8b/21/img20191208190109-largejpg.jpg,"Có 4 mức giá từ 199,000 đến 229,000 rồi 269,000 tới 319,000. Nhưng cuối tuần ko có mức giá 199,000. Không gian ok tông màu cam đẹp, bàn ghế rộng thoải mái ko nhỏ như lẩu Shabuya, chỉ có 3 loại nước lẩu tomyum và...Thêm",#1.427 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12120479-Reviews-Hotpot_Story_Saigon_Centre-Ho_Chi_Minh_City.html,Food,"Hotpot Story Saigon Centre 65 Lê Lợi Gian Hàng L5-02, Trung Tâm Thương Mại Sài Gòn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam"
Gummy,"1 Nguyen Trung Truc St., 3rd Floor District 1, Thành phố Hồ Chí Minh 70000 Việt Nam","107,743,711","1,066,986,868",https://media-cdn.tripadvisor.com/media/photo-s/07/a6/58/50/gummy.jpg,"Quán có menu độc đáo được quấn quanh chai rượu, menu nước là tấm thẻ card treo vào chai rượu luôn nhưng chỉ có nước ngọt, trà đào và soda. Nếu thỉnh thoảng đổi gió ăn steak nhưng muốn trải nghiệm steak lạ lạ thì...Thêm",#1.426 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7157551-Reviews-Gummy-Ho_Chi_Minh_City.html,Food,"Gummy 1 Nguyen Trung Truc St., 3rd Floor District 1, Thành phố Hồ Chí Minh 70000 Việt Nam"
Corked Tales - The Cocktail Bar,"6 Lê Thánh Tôn Tầng M, CJ Building, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,765,867","10,670,091,628,963,900",https://media-cdn.tripadvisor.com/media/photo-p/13/d0/5a/8b/artistic-ambience-great.jpg,"Cocktail ngon không khó tìm. Nhưng để vừa uống ngon, vừa thư giãn, vừa được kể chuyện thì hiếm vô cùng. Bạn sẽ tìm thấy tất cả tại đây. Tôi đến Corked Tales mỗi khi muốn tìm cảm hứng sống. Và đôi lúc đến vì...Thêm",#1.428 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d14176146-Reviews-Corked_Tales_The_Cocktail_Bar-Ho_Chi_Minh_City.html,Food,"Corked Tales - The Cocktail Bar 6 Lê Thánh Tôn Tầng M, CJ Building, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam"
Knick Knack,"24Bis Đông Du Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,761,032","1,067,047,032",https://media-cdn.tripadvisor.com/media/photo-s/17/b3/9f/46/craspy-duck-lasagna.jpg,Tôi đã đến đó với một người bạn một đêm và sau đó cũng kết thúc ở đó 2 đêm tiếp theo. Tôi nghĩ rằng tôi đã thử mọi thứ trong thực đơn và tôi không thể mắc lỗi nào trong số đó. Các nhân...Thêm,#1.429 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17301564-Reviews-Knick_Knack-Ho_Chi_Minh_City.html,Food,"Knick Knack 24Bis Đông Du Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam"
Ghém,"103 Pasteur Quận 1, Thành phố Hồ Chí Minh Việt Nam","107,751,104","1,067,006,681",https://media-cdn.tripadvisor.com/media/photo-p/13/d5/3d/1f/space.jpg,"Đặt hàng rau bina địa phương, cá & thịt lợn, tất cả đều tốt đẹp. Một điều quan trọng là tôi KHÔNG bị đau bụng sau chuyện này, điều này nói lên điều đó trong khu vực sạch sẽ.",#1.430 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d11954019-Reviews-Ghem-Ho_Chi_Minh_City.html,Food,"Ghém 103 Pasteur Quận 1, Thành phố Hồ Chí Minh Việt Nam"
Chevap Saigon,"22A01 Đường 64 Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh Việt Nam","107,789,121","1,066,492,197",https://media-cdn.tripadvisor.com/media/photo-s/28/65/73/e2/menu.jpg,"Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Có ghế ăn cho bé, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Cho phép chó, Phong cách gia đình",#1.432 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d23412180-Reviews-Chevap_Saigon-Ho_Chi_Minh_City.html,Food,"Chevap Saigon 22A01 Đường 64 Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh Việt Nam"
Vua Hoành Thánh,"80E Xuân Thủy Thảo Điền, Thành phố Hồ Chí Minh 700000 Việt Nam","108,032,546","1,067,319,954",https://media-cdn.tripadvisor.com/media/photo-s/14/4a/31/a1/come-try-our-new-shop.jpg,Nơi có mùi. Súp và vịt là kinh khủng để nếm thử. Mì ăn nhạt nhẽo. Trải nghiệm tồi tệ nhất ở Thảo Điền.,#1.433 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d6603355-Reviews-Wantan_Master-Ho_Chi_Minh_City.html,Food,"Vua Hoành Thánh 80E Xuân Thủy Thảo Điền, Thành phố Hồ Chí Minh 700000 Việt Nam"
Ngõ 90,"114 Lê Thị Riêng, phường Bến Thành, quận 1 Hẻm 114, Thành phố Hồ Chí Minh Việt Nam","107,712,008","1,066,908,271",https://media-cdn.tripadvisor.com/media/photo-p/26/93/80/b0/pineapple-fried-rice.jpg,"Cửa hàng thức ăn ngon, Kiểu Việt, Bản địa",#1.431 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d25049689-Reviews-Ngo_90-Ho_Chi_Minh_City.html,Food,"Ngõ 90 114 Lê Thị Riêng, phường Bến Thành, quận 1 Hẻm 114, Thành phố Hồ Chí Minh Việt Nam"
Cộng Cà Phê - Hoàng Việt,"26A Hoàng Việt Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh Việt Nam","107,971,765","1,066,592,164",https://media-cdn.tripadvisor.com/media/photo-s/0d/fe/40/4f/getlstd-property-photo.jpg,"Mới khai trương được hơn năm tại tòa nhà cao tầng nằm ngay góc đường Hoàng Việt - Út Tịch, khu đất vàng đắc địa của P. 4, Q. Tân Bình (TpHCM), quán CỘNG Cà Phê gây chú ý cho người đi đường bằng nhiều...Thêm",#1.434 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d11955492-Reviews-Cong_Caphe_Hoang_Viet-Ho_Chi_Minh_City.html,Food,"Cộng Cà Phê - Hoàng Việt 26A Hoàng Việt Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh Việt Nam"
