Title,Address,Lat,Lng,Img_URL,Description,Rank_of_province,Link,Type,PlaceName,GoogleMapsURL
Simple Coffee,"15-17 Nguyễn Thái Bình, Thành phố Hồ Chí Minh 700000 Việt Nam","107,946,619","1,066,501,892",https://media-cdn.tripadvisor.com/media/photo-s/19/5b/89/95/taphoto-20190923-113135.jpg,"Tôi là một người nghiện cà phê tự thú nhận. Bất kể nơi nào tôi đi du lịch, tôi cần một ly cà phê tốt để cung cấp năng lượng cho ngày của tôi. Cà phê đơn giản có một lựa chọn tuyệt vời của...Thêm",#2.120 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12673895-Reviews-Simple_Coffee-Ho_Chi_Minh_City.html,Food,"Simple Coffee 15-17 Nguyễn Thái Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",
Cơm Tấm Đỗ Phủ,"339/2C Lê Văn Sỹ Phường 13, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam","10,787,226","106,678,899",https://media-cdn.tripadvisor.com/media/photo-s/12/82/61/f8/getlstd-property-photo.jpg,37.000 ₫ - 88.000 ₫,#2.122 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d13957931-Reviews-Com_Tam_Do_Phu-Ho_Chi_Minh_City.html,Food,"Cơm Tấm Đỗ Phủ 339/2C Lê Văn Sỹ Phường 13, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",
Quán Ăn Anh Mập,"241/47 Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,683,511","1,066,924,109",https://media-cdn.tripadvisor.com/media/photo-s/19/0c/1a/0c/quan-an-anh-map.jpg,Tất cả đều rất tốt và rẻ. Tôi nếm mì xào thịt bò và phở với thịt bò rán (ảnh) đều rất ngon! !,#2.123 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15801544-Reviews-Quan_An_Anh_Map-Ho_Chi_Minh_City.html,Food,"Quán Ăn Anh Mập 241/47 Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",
Daichan ramen,"15c/12a Le Thanh Ton Dist 1, Thành phố Hồ Chí Minh 70000 Việt Nam","10,781,971","106,693,081",https://media-cdn.tripadvisor.com/media/photo-s/09/d8/f1/2d/caption.jpg,Tôi tình cờ biết được nhà hàng này qua một người bạn. Tôi là tín đồ của thức ăn Nhật nên mùi vị ramen phải thật truyền thống. Sau khi đến đây thì chỉ có bình luận 1 câu là dilicous!!!!,#2.124 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d4131244-Reviews-Daichan_ramen-Ho_Chi_Minh_City.html,Food,"Daichan ramen 15c/12a Le Thanh Ton Dist 1, Thành phố Hồ Chí Minh 70000 Việt Nam",
Little ahn-em,"43 Ton That Thiep street District 1, 2nd floor, Thành phố Hồ Chí Minh 70000 Việt Nam","107,740,779","1,067,032,608",https://tuyensinh.uit.edu.vn/sites/default/files/uploads/files/dai-hoc-uit-3.jpg,Kiểu Việt,#2.125 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d3420452-Reviews-Little_ahn_em-Ho_Chi_Minh_City.html,Food,"Little ahn-em 43 Ton That Thiep street District 1, 2nd floor, Thành phố Hồ Chí Minh 70000 Việt Nam",
The Oasis,"169/2A Võ Thị Sáu Phường 7, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam","107,783,841","1,066,826,105",https://media-cdn.tripadvisor.com/media/photo-s/17/05/46/74/live-acoustic-night.jpg,"Rất khác so với các nóc nhà khác ở thành phố Hồ Chí Minh. Không khí phong cách Ma-rốc, với đồ uống cocktail và shisha. Trang trí đáng yêu. Chúng tôi nghe nói rằng họ thỉnh thoảng có múa bụng nhưng được biết đến với...Thêm",#2.126 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16913803-Reviews-The_Oasis-Ho_Chi_Minh_City.html,Food,"The Oasis 169/2A Võ Thị Sáu Phường 7, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",
Cocotte - Thao Dien,"19 Trần Ngọc Diện Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam","10,791,891","10,675,975",https://media-cdn.tripadvisor.com/media/photo-s/19/f1/c0/2e/duck-magret.jpg,"Bữa trưa, Bữa tối",#2.127 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19085548-Reviews-Cocotte_Thao_Dien-Ho_Chi_Minh_City.html,Food,"Cocotte - Thao Dien 19 Trần Ngọc Diện Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",
Fujiyama,"8/18 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","10,774,773","106,699,613",https://media-cdn.tripadvisor.com/media/photo-s/17/05/ce/4f/caption.jpg,"Bữa tối, Bữa trưa",#2.128 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16891259-Reviews-Fujiyama-Ho_Chi_Minh_City.html,Food,"Fujiyama 8/18 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",
Vỹ Dạ Quán,"62 Lý Tự Trọng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","10,772,787","1,066,954,284",https://media-cdn.tripadvisor.com/media/photo-s/09/fe/28/62/photo1jpg.jpg,Đi vào khoảng 8 giờ 30 tối vào tối thứ bảy. Tất cả các bảng bên ngoài trống bên ngoài trừ 2. Ngồi xuống bàn và được bảo đứng dậy và đi vào trong. Nghĩ rằng có lẽ cái bàn đó bẩn hoặc khu vực...Thêm,#2.129 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d6165664-Reviews-Vy_Da_Quan-Ho_Chi_Minh_City.html,Food,"Vỹ Dạ Quán 62 Lý Tự Trọng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/khVziaum9PeAvcQj8
Movers and Shakers - Neighborhood Cocktail Bar,"85/2 Phạm Viết Chánh Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam","107,901,978","1,067,107,017",https://media-cdn.tripadvisor.com/media/photo-s/1b/18/9d/9e/great-spot-amazing-signature.jpg,"Nếu bạn đang tìm kiếm một nơi kín đáo, thoải mái nép mình thì đây là một nơi tuyệt vời để gắn kết. Từ chữ ký tuyệt vời và các loại cocktail cổ điển đến âm nhạc Blues hay nhất, Movers & Shakers phù hợp...Thêm",#2.130 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d20050948-Reviews-Movers_and_Shakers_Neighborhood_Cocktail_Bar-Ho_Chi_Minh_City.html,Food,"Movers and Shakers - Neighborhood Cocktail Bar 85/2 Phạm Viết Chánh Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/dcWms3YBHLL6Xghc9
Bún Đậu Mắm Tôm,"162 Kênh Tân Hóa, Thành phố Hồ Chí Minh Việt Nam","107,557,281","1,066,342,808",https://tuyensinh.uit.edu.vn/sites/default/files/uploads/files/dai-hoc-uit-3.jpg,"Nhìn thấy nhà hàng này trong khi đi bộ xuống một con đường phụ từ một con đường chính, và hoàn toàn thích nó. Thực đơn có kích thước trung bình (khoảng 10 lựa chọn), với các món ăn đặc sản từ các khu vực...Thêm",#2.133 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12932662-Reviews-Bun_Dau_Mam_Tom-Ho_Chi_Minh_City.html,Food,"Bún Đậu Mắm Tôm 162 Kênh Tân Hóa, Thành phố Hồ Chí Minh Việt Nam",
Thiên Đường Mì Ý,"224 Nguyen Thi Minh Khai, Thành phố Hồ Chí Minh Việt Nam","107,843,723","1,066,923,146",https://media-cdn.tripadvisor.com/media/photo-s/1c/50/e2/b3/khong-gian-t-ng-tr-t.jpg,"Vị trí: Mặt tiền đường Nguyễn Thị Minh Khai, gần ngay ngã 4 CMT8 & NTMKhai. ✔️ Có chỗ để xe máy trước quán, có bảo vệ giữ. Giữ Free. --------------------- Không gian: 1 trệt, 1 lầu. Nhìn chung khá sạch sẽ, lịch sự, hiện...Thêm",#2.131 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12588340-Reviews-Pasta_Paradise-Ho_Chi_Minh_City.html,Food,"Thiên Đường Mì Ý 224 Nguyen Thi Minh Khai, Thành phố Hồ Chí Minh Việt Nam",https://maps.app.goo.gl/4meBwFdjTdvhDbNG7
Grand Sushi KO,"94 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam","108,032,546","1,067,319,954",https://media-cdn.tripadvisor.com/media/photo-s/14/fb/d5/81/getlstd-property-photo.jpg,"Có một bữa ăn rắn của Nhật Bản được tạo thành từ bít tết, gyoza và một số tempura. Thức ăn rất tươi và nơi này yên tĩnh và thư thái. Chỉ cần một bữa tối dễ dàng ra ngoài.",#2.133 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15216543-Reviews-Grand_Sushi_KO-Ho_Chi_Minh_City.html,Food,"Grand Sushi KO 94 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",
Chooki Bbq & Hot Pot,"District 7, Thành phố Hồ Chí Minh 70000 Việt Nam","107,377,548","10,672,971,280,655,200",https://tuyensinh.uit.edu.vn/sites/default/files/uploads/files/dai-hoc-uit-3.jpg,"Kiểu Nhật, Đồ nướng",#2.135 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7177370-Reviews-Chooki_Bbq_Hot_Pot-Ho_Chi_Minh_City.html,Food,"Chooki Bbq & Hot Pot District 7, Thành phố Hồ Chí Minh 70000 Việt Nam",
Nhà hàng Nori Express,"93 Hồ Tùng Mậu, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam","107,733,666","1,067,030,664",https://media-cdn.tripadvisor.com/media/photo-p/0b/dc/77/f1/inside.jpg,Kiểu Nhật,#2.134 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10267185-Reviews-Nori_Express-Ho_Chi_Minh_City.html,Food,"Nhà hàng Nori Express 93 Hồ Tùng Mậu, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",
Bánh Mì Má Hải - Quận 10,"187 Vĩnh Viễn Phường 4 Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam","107,643,178","1,066,703,177",https://media-cdn.tripadvisor.com/media/photo-s/13/6d/1b/68/banh-mi-ch-ca-ma-h-i.jpg,Mình Thích bánh mì ở đây vì chả cá rất ngon. Nếu ai là người Hà Nội giống mình thì chả cá là thứ không thể để trong chiếc bánh mì mà khi mình vô Sài Gòn cũng hiếm hàng bánh mì nào bán chả...Thêm,#2.136 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d14176399-Reviews-Banh_Mi_Ma_hai_District_10-Ho_Chi_Minh_City.html,Food,"Bánh Mì Má Hải - Quận 10 187 Vĩnh Viễn Phường 4 Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/WN25y1PetMUqy7aa7
Piano Cafe,"17 Ho Xuan Huong St., Dist. 3, Thành phố Hồ Chí Minh 70000 Việt Nam","10,781,971","106,693,081",https://media-cdn.tripadvisor.com/media/photo-s/0d/ff/7a/04/photo1jpg.jpg,"Nghệ sĩ piano giỏi và có nhiều lựa chọn về âm nhạc cổ điển, phổ biến và tiếng Việt. Các nghệ sĩ guitar và cellist đi kèm đều ổn, nhưng tôi thích khi nghệ sĩ piano chơi solo. Chúng tôi chỉ được hiển thị một...Thêm",#2.137 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d6635469-Reviews-Piano_Cafe-Ho_Chi_Minh_City.html,Food,"Piano Cafe 17 Ho Xuan Huong St., Dist. 3, Thành phố Hồ Chí Minh 70000 Việt Nam",
Póc Nướng & Bia,"62 Trần Não Ấp Bình Khánh 2, Phường Bình An, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam","10,791,891","10,675,975",https://media-cdn.tripadvisor.com/media/photo-p/15/3c/94/3d/photo1jpg.jpg,"Vị trí nằm cạnh trung tâm thành phố, vừa đi qua một cây cầu dài. Nhóm của chúng tôi của 4 mất một chiếc taxi từ trung tâm và phải mất ~ 10 phút cho ít hơn 4 dặm. Nhà hàng rất thú vị và...Thêm",#2.138 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15142066-Reviews-POC_Beers_Grills-Ho_Chi_Minh_City.html,Food,"Póc Nướng & Bia 62 Trần Não Ấp Bình Khánh 2, Phường Bình An, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/xvzKaP5TQeB9BPGTA
Bien Toui Tiep,"107 Pasteur St District 1, Thành phố Hồ Chí Minh 70000 Việt Nam","107,800,898","1,066,963,442",https://media-cdn.tripadvisor.com/media/photo-s/0e/8c/41/e9/caption.jpg,Kiểu Việt,#2.139 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d3442644-Reviews-Bien_Toui_Tiep-Ho_Chi_Minh_City.html,Food,"Bien Toui Tiep 107 Pasteur St District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",https://maps.app.goo.gl/hN6QdKXRj76QWtjT8
Yu Shang Lou - Fine Chinese Cuisine 2,"975 Trần Hưng Đạo Phường 5, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam","107,537,556","10,667,671,171,139,200",https://media-cdn.tripadvisor.com/media/photo-s/1b/3f/f3/5c/caption.jpg,"Cửa hàng bán thức ăn mang về, Đặt chỗ, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Đỗ xe có người coi, Có ghế ăn cho bé, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ tín dụng",#2.140 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16666111-Reviews-Yu_Shang_Lou_Fine_Chinese_Cuisine_2-Ho_Chi_Minh_City.html,Food,"Yu Shang Lou - Fine Chinese Cuisine 2 975 Trần Hưng Đạo Phường 5, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam",
Burger King,"11 Thảo Điền Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam","108,050,052","1,067,460,977",https://media-cdn.tripadvisor.com/media/photo-s/0d/90/00/10/getlstd-property-photo.jpg,"Bữa sáng, Bữa trưa, Bữa tối",#2.141 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d11802706-Reviews-Burger_King-Ho_Chi_Minh_City.html,Food,"Burger King 11 Thảo Điền Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/YwTQWgdUgrMjUopx6
Hội An Coffee House,"95/1 Nguyễn Trãi Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,688,039","1,066,897,538",https://media-cdn.tripadvisor.com/media/photo-s/15/ba/7d/21/front-of-hai-an-coffee.jpg,"Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",#2.143 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15264150-Reviews-Hoi_An_Coffee_House-Ho_Chi_Minh_City.html,Food,"Hội An Coffee House 95/1 Nguyễn Trãi Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",
Sushi 79,"42 Nguyễn Huệ Lầu 2, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","10,777,353","106,698,089",https://media-cdn.tripadvisor.com/media/photo-p/16/f4/27/15/photo0jpg.jpg,Kiểu Nhật,#2.142 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15829141-Reviews-Sushi_79-Ho_Chi_Minh_City.html,Food,"Sushi 79 42 Nguyễn Huệ Lầu 2, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",
Quán Marukame Udon Gò Vấp,"2A Phan Văn Trị, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh 700000 Việt Nam","108,282,302","1,066,854,825",https://media-cdn.tripadvisor.com/media/photo-s/0e/3d/29/e0/photo0jpg.jpg,"Thức ăn ngon và không gian khá lớn. Chỉ có 4 lựa chọn thực phẩm, sự lựa chọn rất hạn chế. Thức ăn được phục vụ rất nhanh. Tất cả mọi thứ nếm thử tuyệt vời và đầy hương vị theo ý kiến của chúng...Thêm",#2.144 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10739681-Reviews-Marukame_Udon_Go_Vap-Ho_Chi_Minh_City.html,Food,"Quán Marukame Udon Gò Vấp 2A Phan Văn Trị, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh 700000 Việt Nam",
Paris Deli,"65 D Le Loi Dong Khoi Area, Thành phố Hồ Chí Minh Việt Nam","10,781,971","106,693,081",https://media-cdn.tripadvisor.com/media/photo-s/02/36/6f/ab/filename-img-8616-jpg.jpg,Kiểu Pháp,#2.146 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1122810-Reviews-Paris_Deli-Ho_Chi_Minh_City.html,Food,"Paris Deli 65 D Le Loi Dong Khoi Area, Thành phố Hồ Chí Minh Việt Nam",https://maps.app.goo.gl/U78zyLjAQz8yutm19
